"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"ARHGAP8" -1.33821303996518 6.35600481724401 -10.3083762746226 8.50578308406871e-17 1.18636559940121e-15 27.3219844420405
"BRAF" -0.90535945371285 6.82585546878875 -10.3082438164586 8.51108976863453e-17 1.18636559940121e-15 27.3213614906206
"LRRC23" 0.868994553630435 6.3434929276969 10.2992602327789 8.87885388066547e-17 1.23681794954574e-15 27.2791098163369
"GBF1" 0.85446081865607 7.83270261041562 10.2975079178056 8.95242438967106e-17 1.24625012560663e-15 27.2708678921919
"DAZAP1" -0.933256767967462 9.79704537372194 -10.2962417322141 9.00596485222506e-17 1.25288344258783e-15 27.2649123677719
"PRKCG" -0.557888680423757 5.77532462221127 -10.2960138032345 9.01563682469536e-17 1.25340922155618e-15 27.263840292558
"MPHOSPH1" -1.80318725502703 10.0718307153506 -10.2957665689631 9.02613977227911e-17 1.25404976548758e-15 27.2626774113405
"IFI44" 2.93327456821418 7.57427740864615 10.2954603994037 9.03916339357124e-17 1.25503945525231e-15 27.2612373206987
"SIP1" -1.3063012305689 9.8311674565408 -10.2949809598375 9.05959529985674e-17 1.25649425082171e-15 27.2589822336992
"DPY30" -0.98092701108198 11.0669779901922 -10.294937365689 9.06145541234781e-17 1.25649425082171e-15 27.2587771842057
"SMPD1" 1.21483515102926 6.62514744382177 10.2947901928825 9.06773793578748e-17 1.25654627773378e-15 27.2580849413788
"CES2" 1.03154948249162 8.95315853130944 10.2934606244928 9.1246928935116e-17 1.26361551131436e-15 27.2518311325839
"TACC3" -1.95488619706291 8.19828837240301 -10.291560589751 9.2067079124287e-17 1.27414368253267e-15 27.2428939204098
"COPS7A" 0.747259791590413 11.097696125254 10.2905249461792 9.25172217753456e-17 1.27954084810363e-15 27.2380224862188
"GPNMB" 2.8251437916916 7.62851227958079 10.2899181484608 9.27819906936578e-17 1.28236889151709e-15 27.2351682243327
"DMKN" -2.64404756823406 9.03566790198873 -10.2893542183391 9.30287356780788e-17 1.28494430948598e-15 27.2325155889383
"DHTKD1" -1.35546329172825 7.49812079794653 -10.2796424978435 9.73827517976703e-17 1.34421058629996e-15 27.1868310403999
"LOC647784" -1.53671031429735 6.27295078635113 -10.2792834137197 9.75475966348936e-17 1.34561279378782e-15 27.1851418065375
"LOC646783" -1.30830082731386 7.0821381481264 -10.2785136414145 9.79019191971575e-17 1.34962522569199e-15 27.1815205596316
"GTF3C3" -0.844286348044647 9.94404401713709 -10.2771379727059 9.85383485785225e-17 1.35751892008663e-15 27.1750489241904
"BRWD3" -0.960996142635212 6.13141811219805 -10.2721968354183 1.00858668780537e-16 1.38858559458305e-15 27.1518033739802
"RPRM" -3.23182895939078 8.63149889135788 -10.2716081553219 1.01138734239921e-16 1.39154076068393e-15 27.1490338611827
"SPAST" -0.811562038838513 8.20356164162022 -10.2704685141996 1.01683137254142e-16 1.39812670493397e-15 27.1436722464679
"CPNE4" -0.886364714823645 5.89803270528692 -10.2672594122758 1.03231946122069e-16 1.4185056369267e-15 27.1285742363901
"RNF175" -1.73243048783451 7.02923073963311 -10.2660112118249 1.03840732282427e-16 1.4258922104977e-15 27.1227016495644
"ZNF204" -1.65784983838346 6.62913668136063 -10.2658827843048 1.03903574174766e-16 1.4258922104977e-15 27.1220974144558
"STX3" -1.42774177840975 9.52091762039876 -10.2643231818041 1.04669764509651e-16 1.43548069689542e-15 27.1147596266362
"CDT1" -2.63956448957 9.14091995262002 -10.2629968839103 1.05325792370608e-16 1.44354699066701e-15 27.1085194331281
"LOC116236" 1.19465092170195 6.35932391771559 10.2607587005961 1.06442225353516e-16 1.45790893463917e-15 27.0979886729438
"GNL2" -0.982751297769113 11.4523673454117 -10.2595015594854 1.07074496389277e-16 1.46562523339531e-15 27.0920736689612
"SMTN" 1.38903884982218 7.77129226934076 10.2554084999316 1.09159270202943e-16 1.49320053793363e-15 27.0728148487326
"NUP88" -0.75334975376709 11.0962919303366 -10.2537034376303 1.10039691252183e-16 1.50427652482338e-15 27.0647919126338
"LOC653653" -1.4815046181088 6.03370150551839 -10.2529043773663 1.10454737349495e-16 1.5089805511632e-15 27.0610320017064
"C14ORF106" -1.22847593868279 10.0360474376742 -10.2523759404012 1.10730078408715e-16 1.51177117960961e-15 27.0585454709881
"LAPTM4B" -1.63688547219132 12.6401524273321 -10.251511403777 1.11182027640486e-16 1.51696787039178e-15 27.0544774163309
"CCT8" -0.728251043497644 12.7844208070485 -10.2511397109394 1.11376903377766e-16 1.51865263573619e-15 27.0527284155242
"LEPROT" 1.65377987896912 9.72585461900084 10.249750148165 1.12108477594362e-16 1.52764857585501e-15 27.0461897751256
"RFC3" -1.7072598112364 8.29092059936008 -10.2480642919167 1.13002512683838e-16 1.53884535678484e-15 27.038256804141
"SKIV2L2" -1.07043218491766 10.1671325750662 -10.2474565679012 1.13326547156259e-16 1.54227062351937e-15 27.0353970662708
"ZNF92" -0.825557488997167 6.19623978100867 -10.244645643815 1.14837470512761e-16 1.56183365426914e-15 27.0221696310276
"ZNF567" -0.876552386835424 6.50725162723502 -10.2440304988285 1.15170805487385e-16 1.56536626423142e-15 27.0192748833036
"XRN1" 0.917096389105104 8.432156161015 10.2409499676558 1.16854728840096e-16 1.58723942347233e-15 27.0047782865636
"TARBP2" -0.827479195673257 8.82854125442666 -10.2355246569773 1.19880608894751e-16 1.62730084990443e-15 26.9792464752156
"LOC650526" -1.0351263561802 6.5172700552621 -10.2350557922047 1.20145768437126e-16 1.62986010231257e-15 26.9770399135832
"EXOSC3" -1.299651144388 10.2693076021532 -10.234678325688 1.20359666065564e-16 1.63172113249243e-15 26.9752634818113
"C15ORF55" -0.482122038804274 5.64789497742576 -10.2343911311371 1.20522665207155e-16 1.63289019848496e-15 26.9739118836838
"CDCA7L" -2.14526797204927 8.61221244350764 -10.2282295787949 1.24073478800628e-16 1.6799280506481e-15 26.9449134866238
"RELA" 1.15332632638884 6.86831428244411 10.226521546958 1.25076222986416e-16 1.69242769665652e-15 26.9368746170761
"FGF8" -1.31410799419722 5.9648751824486 -10.2227775659547 1.27302728479162e-16 1.72138179272587e-15 26.9192531068675
"PSMB2" -0.82208871947394 11.7728421994975 -10.2226523382726 1.2737788264541e-16 1.72138179272587e-15 26.9186636972095
"POLE4" 0.756586548509358 11.6204583811911 10.2165340640249 1.31104375057207e-16 1.77061661069323e-15 26.8898659991185
"FAM152A" -1.06391927759767 10.4095778137778 -10.2146416856714 1.32278952622785e-16 1.78534619367973e-15 26.8809585762734
"BICD1" -0.981005892476476 6.53452398841718 -10.2135113568804 1.32985559560058e-16 1.79374498249969e-15 26.8756380495427
"MBTPS1" 0.973698389945638 9.33618781424879 10.2130425354623 1.33279744437659e-16 1.79657379209977e-15 26.8734312630447
"KCNMB4" -1.88028067884235 8.27972289236984 -10.2122845932244 1.33756732413246e-16 1.80186159288293e-15 26.8698635385556
"SYT13" -2.44800642937885 7.5198270351209 -10.2108016636227 1.34694922774586e-16 1.81335171034065e-15 26.8628831438748
"AIP" 1.08283215507495 9.48759197874769 10.2097715974874 1.35350483123104e-16 1.82102474795165e-15 26.8580343992766
"FAM133B" -0.854085779292256 9.42030134827024 -10.2064698848194 1.37473405042046e-16 1.8484176982613e-15 26.8424922292476
"TGIF1" -1.18725423159716 9.31526466587704 -10.2057386617393 1.3794805908255e-16 1.85362802573905e-15 26.8390500785986
"SVEP1" 3.44891622021152 8.91871241957605 10.2055637101155 1.38061867549546e-16 1.85398610141818e-15 26.8382265102137
"TRIT1" -0.879392402239485 9.42508883986541 -10.205327267674 1.38215826176569e-16 1.85488254801375e-15 26.8371134775791
"FLJ20160" 1.93931633081392 7.69579272786024 10.205176676524 1.38313972725125e-16 1.85502932776554e-15 26.8364045813914
"CD3EAP" -1.35254159487997 6.90188000788336 -10.2029979317377 1.39741791843733e-16 1.87299789181352e-15 26.8261482054582
"CEP72" -0.989774193432281 6.4198839307725 -10.2012238222703 1.40915341120383e-16 1.88753792252624e-15 26.8177964954885
"RANBP2" -1.20564775551784 6.73393853232048 -10.2010740930563 1.41014835750774e-16 1.88768192023582e-15 26.817091631794
"LOC649009" -1.40008258254691 7.25202324787819 -10.200139783432 1.41637273986828e-16 1.89440783565262e-15 26.8126932649364
"PPIL1" -1.24573474600688 9.87645356784308 -10.2000527427355 1.41695400616958e-16 1.89440783565262e-15 26.812283509337
"ZNF620" -0.841647733511916 5.82484517452897 -10.1957083778671 1.44627188084667e-16 1.93239002371166e-15 26.7918314467226
"LOC643401" -0.628997651728312 5.67033258595421 -10.1933220167244 1.46263407791897e-16 1.95302507667385e-15 26.780596796958
"STIL" -1.57364919974048 10.0303195778865 -10.1916951988267 1.4738946406692e-16 1.96682640537482e-15 26.7729378374806
"PARP10" 1.34735196441617 6.54000700206338 10.1900326105161 1.48549256911132e-16 1.98106034091328e-15 26.7651103630781
"IAH1" 1.68997847460988 10.1337257773075 10.1883683072386 1.49719405936915e-16 1.99541446346122e-15 26.757274703419
"WDR47" 1.05166482855148 7.10671698522112 10.1841054953032 1.52758833200076e-16 2.03464817845888e-15 26.7372045718729
"TICAM2" 1.43926160349562 8.55935156769515 10.1829049619275 1.53625930913051e-16 2.04491688138392e-15 26.7315521007457
"ST3GAL3" 1.09870802758986 7.5186097206489 10.1798366204964 1.55864550765175e-16 2.07341767312448e-15 26.7171051682785
"LOC652595" -1.39688551426302 10.8810614679014 -10.1773498110822 1.57702854474556e-16 2.09656088595518e-15 26.7053960378235
"ATP11C" -1.26031553403779 8.24906797384999 -10.1767945511358 1.58116272917214e-16 2.10074406072584e-15 26.7027815654726
"C19ORF41" -1.45034415571491 5.93054475595751 -10.173657587842 1.60472379921676e-16 2.13071660007115e-15 26.6880107700559
"ABLIM3" 2.04212904400607 6.9051196499838 10.172758345606 1.61154247154843e-16 2.1384354280915e-15 26.683776500536
"HS.437111" -1.37702038462328 6.20379484596628 -10.1691581103477 1.63913398555579e-16 2.17369195802726e-15 26.6668237231202
"HS.151692" 1.25810971088911 6.3902633050854 10.1651676062225 1.67026993726746e-16 2.21360198352749e-15 26.6480326536588
"KIRREL2" -0.600917964040917 5.65838373286711 -10.1646997170328 1.67395925204257e-16 2.21711004048553e-15 26.6458293477417
"ARFGEF1" -0.794434221588627 9.52858342484996 -10.164368404278 1.67657659640484e-16 2.21919482153873e-15 26.6442691796673
"LOC646849" -1.43518999163153 11.6675152061646 -10.1563206394127 1.74142839459235e-16 2.3036022003342e-15 26.6063705439328
"KPTN" -0.67927714451639 6.01785433409744 -10.1560794507752 1.74341030063936e-16 2.30479058451832e-15 26.6052346965015
"PHF2" 0.958130413663232 7.37506347979954 10.150547924428 1.78948975957644e-16 2.36423830285406e-15 26.5791840540568
"P8" 2.34057199179789 7.07794670872034 10.1502305499464 1.79217031114445e-16 2.36542458561958e-15 26.5776893477509
"EBF1" 2.49755734823289 7.13507224434744 10.1501783308619 1.79261173993643e-16 2.36542458561958e-15 26.5774434164696
"PHF11" 1.66576858841291 9.91827711349853 10.1467016864418 1.8222476281636e-16 2.40303963413937e-15 26.5610695572644
"RRP1B" -1.05885325037102 8.20940933258308 -10.1449033379984 1.83776940059425e-16 2.42200699628503e-15 26.5525997416275
"LHX4" -1.39168349864096 6.25340491197356 -10.1445803396214 1.84057124214721e-16 2.42419757843426e-15 26.5510784789831
"PCDH11X" -0.704647543996784 5.83551203459448 -10.1435063196917 1.84991861777626e-16 2.4350011707128e-15 26.5460200149543
"PPIG" -0.719325159128506 8.38804761872206 -10.142105582542 1.86218097836984e-16 2.44962594872634e-15 26.539422698225
"SPOP" 1.27413827805158 9.54241689074388 10.139867437185 1.88194345894279e-16 2.47409266472015e-15 26.5288811262431
"ZBTB4" 1.12938724845443 9.79785837508765 10.133815918916 1.93643611716791e-16 2.5441589035379e-15 26.5003777718591
"BIN1" 2.06314314040308 9.77015508904224 10.1336540544102 1.93791518272755e-16 2.54453048467887e-15 26.4996153521602
"MCM7" -1.26713625627375 10.7471260950002 -10.1322573770761 1.95072468522486e-16 2.55976957306712e-15 26.4930366339478
"SRRP35" -1.80076601211682 7.01905776368418 -10.1301954974886 1.96979026909767e-16 2.58319413156452e-15 26.4833245032545
"NUP160" -1.01394596698588 10.4950944138774 -10.1216591123523 2.05073087569722e-16 2.68768308422401e-15 26.443113622746
"TSC22D3" 2.16560776902158 8.05329913150251 10.1209047504604 2.05804191507726e-16 2.69560403790692e-15 26.4395600488393
"BCL11A" -2.16237139881184 8.66812424774262 -10.1206233701663 2.06077564741425e-16 2.69752361822452e-15 26.4382345447526
"WSCD1" -1.45097831445932 6.87307079047585 -10.1137370429645 2.12882538765005e-16 2.78488590533237e-15 26.4057940603257
"PNKD" 1.27235070915163 7.96365089223922 10.1103434426779 2.16318412532677e-16 2.82809400920871e-15 26.3898066576984
"NUDT15" -1.45614214917246 8.27223478136637 -10.1075348479313 2.19203977151688e-16 2.86405884397638e-15 26.3765749213721
"ZNF446" 1.01454870231256 7.7461189308509 10.1064279879783 2.20351737118384e-16 2.877287784067e-15 26.3713602485526
"ADCY4" 2.42336954525348 6.84220022409292 10.1042629140911 2.22614251451008e-16 2.90504769485545e-15 26.36115995569
"C2ORF18" 1.42397369784472 8.28978456955629 10.1033577308361 2.23567059424983e-16 2.91569277806794e-15 26.3568953232139
"C5" 2.2862828279607 7.93317390369972 10.0960442946743 2.31416682656821e-16 3.01621584362331e-15 26.3224380915981
"MRPS30" -0.999541122998546 10.8464883488695 -10.0942856321526 2.33345108889333e-16 3.0394879431629e-15 26.3141518689341
"GPD1L" 2.13537907222398 9.9849760562609 10.0909268676242 2.37072948227983e-16 3.08558695888645e-15 26.2983261965201
"FBXO25" 0.85632245297256 6.10331024111541 10.0908362848392 2.37174306698291e-16 3.08558695888645e-15 26.2978993870806
"ZNF212" -0.69536221552517 8.77610787445054 -10.0849999867111 2.43797244175819e-16 3.16813548735317e-15 26.2703992011741
"H6PD" 1.17972329714897 6.79716948106259 10.0849825551747 2.43817300211421e-16 3.16813548735317e-15 26.2703170632922
"NOP5/NOP58" -1.86311544524251 9.22807455256897 -10.0806629802645 2.48838539171672e-16 3.23140693938989e-15 26.2499627723532
"OBFC2A" 1.89722925404697 8.79099841216497 10.0787926151733 2.51044742767764e-16 3.25806755546864e-15 26.2411492093098
"CENPQ" -1.71583194939376 7.941847857652 -10.0785044818013 2.51386350450397e-16 3.26051162221366e-15 26.2397914517721
"IREB2" -0.671010288746045 9.08388903197583 -10.0736536012234 2.57207928626408e-16 3.33398528324943e-15 26.2169324304685
"CCNK" -0.620737017028704 10.405026907644 -10.0728028166381 2.58242796561116e-16 3.34536085606059e-15 26.2129231545395
"BCL7C" 1.07039298233676 8.321773509396 10.0722497224643 2.58917799615861e-16 3.35206361267741e-15 26.2103167147435
"KREMEN2" -1.13292821108958 6.47120705790205 -10.0710020952348 2.60446917618269e-16 3.3698092364101e-15 26.2044372690869
"FBXO16" -0.767842854211336 6.0163486056966 -10.0654355556122 2.67380382759038e-16 3.4574152715304e-15 26.1782042748704
"TSPAN31" 0.73441906205686 10.2653068744204 10.0621270992442 2.7158857559106e-16 3.50969659258653e-15 26.1626122590303
"NPPB" -2.6261862110058 6.97756055092771 -10.0590063438234 2.75618821020054e-16 3.55961623674412e-15 26.1479044868122
"SARM1" 1.48010975520006 6.56737357209673 10.0570747122019 2.78143359131125e-16 3.59004089325131e-15 26.1388007532487
"EPGN" -1.29444968533084 7.74868996814553 -10.0541655836168 2.81989219620808e-16 3.63747282629121e-15 26.1250898565925
"SGOL1" -2.08520450992911 7.87269888543266 -10.0539276266706 2.82306145302138e-16 3.63935394952835e-15 26.1239683383905
"HS.546019" -2.70402477337103 7.55159872505184 -10.0447384768431 2.94821691169958e-16 3.79839624038533e-15 26.080657342248
"C9ORF9" 1.44791142925136 7.01887182886121 10.0419835982234 2.98681023824041e-16 3.84578938121137e-15 26.0676722783953
"LCMT1" -0.638704104563666 10.8748902494863 -10.0388454887762 3.03138930669847e-16 3.90082770373763e-15 26.052880550318
"POP7" -0.99397973658138 9.23920362219337 -10.0378183676328 3.04612460302368e-16 3.91741937309049e-15 26.0480390609126
"MYO10" -2.11712856747487 8.5602118985096 -10.0372499185385 3.05431051782498e-16 3.92557335496406e-15 26.045359575631
"GRPEL2" -0.840687180485895 10.2451426955629 -10.0370398962922 3.05734050200625e-16 3.92709479578351e-15 26.0443695958942
"MGST3" 0.807773356062031 12.1985400902595 10.0367580636265 3.06141122516949e-16 3.92995040256972e-15 26.043041121774
"ATP8B3" -1.10660316878117 6.12238872518136 -10.0364097932095 3.0664490608339e-16 3.93404330355837e-15 26.0413994764509
"PTGER4" 1.86737357935935 7.7035209292314 10.0342118857538 3.09843461020149e-16 3.97268249509319e-15 26.0310390866122
"IFNGR2" 0.863319424711773 11.9354523966175 10.0314911427194 3.13849220066084e-16 4.02161853013594e-15 26.0182139550557
"DCLK1" -1.89481262668038 8.68414790656311 -10.0301234500932 3.15882432552493e-16 4.04523493246483e-15 26.0117667851652
"TTC3" 1.47499863471663 11.0397356737989 10.0283716842281 3.18505894836156e-16 4.07637718956671e-15 26.0035090401596
"PLEKHG4B" -0.575856836637851 5.49977006137571 -10.0276019351749 3.19665571224322e-16 4.088759089304e-15 25.9998804456014
"P15RS" -0.784381963385954 10.960477740824 -10.0252032292097 3.23306575280029e-16 4.1328450497485e-15 25.988572826967
"MED12L" -0.447849064653845 5.56071797248415 -10.0243909268531 3.24548965265041e-16 4.14623485895056e-15 25.984743550139
"GLTP" 1.48850048961911 11.7882872770019 10.0240967806748 3.2500003084603e-16 4.14950519575384e-15 25.9833569094146
"HSP90AB1" -0.77603540739672 12.9418602138283 -10.0229354452493 3.26787051867814e-16 4.16981846447527e-15 25.9778822055048
"TIRAP" 0.581182045007795 6.72562186549685 10.0217122641288 3.28679883940028e-16 4.19145672139589e-15 25.9721159037449
"WDSOF1" -1.81355276613959 7.08384279839318 -10.0193862468775 3.32309673528156e-16 4.23520615075938e-15 25.961150492423
"NUPR1" 2.41525942416132 7.46411543157645 10.0175983596623 3.35126975868907e-16 4.2685544333578e-15 25.9527218358725
"LOC347376" -1.53813519114011 9.85904295881848 -10.0148629318618 3.39483766113387e-16 4.32145971813158e-15 25.9398259750103
"C5ORF21" 0.839624624448874 10.1781631220762 10.009744837352 3.47788477353338e-16 4.42452673551606e-15 25.915696647698
"C1GALT1" -1.68436388456199 8.07590263144076 -10.0078614562238 3.50895450203421e-16 4.46138500972921e-15 25.9068172066281
"DPM3" 1.1420984357787 9.75979291874578 9.99862037369982 3.66547928586946e-16 4.65698053147485e-15 25.863247280146
"TCF25" 0.86960833925027 10.9724745805435 9.99852259052945 3.66717238974208e-16 4.65698053147485e-15 25.8627862366214
"EXO1" -2.00370471433066 7.95707830502301 -9.99686699120218 3.69595811174897e-16 4.69073538156398e-15 25.8549801091623
"RAB27A" 1.32101887378116 6.68342070032967 9.99594178758133 3.71214300278033e-16 4.70846713250688e-15 25.8506177489878
